Name,Email,Role,Job Level,Manager Email,Start date,Nationality,Residence,Gender,Personal Email,Birthday,Business Group
Emmitt McDowell,emmitt.mcdowell@domain.com,CPM Team Lead,4b Manager,Jett Gutierrez,2017-09-23,Philippines,Philippines,Female,4277008@gmail.com,1986-01-01,CPM
Rayna Jacobson,rayna.jacobson@domain.com,Creative Project Manager,2b,Alanna Knox,2022-05-09,Venezuela,Argentina,Female,8626946@gmail.com,1993-11-10,CPM
Legacy Serrano,legacy.serrano@domain.com,Creative Lead,4a IC,Jaime Higgins,2021-03-22,El Salvador,El Salvador,Female,4865850@gmail.com,1995-05-14,Creative
Allie Wilkerson,allie.wilkerson@domain.com,Creative,2a,Harris Sawyer,2024-03-04,Costa Rica,Costa Rica,Undefined,7400797@gmail.com,1996-03-28,Creative
Carmelo Sandoval,carmelo.sandoval@domain.com,Creative,1b,Keanu Smith,2021-09-06,Argentina,Argentina,Female,5476993@gmail.com,1992-09-15,Creative
Elsie Rhodes,elsie.rhodes@domain.com,Customer Success Manager,2a,Kai Gates,2024-01-08,Ukraine,Spain,Female,8334722@gmail.com,1983-07-07,Business Function
Titus Baxter,titus.baxter@domain.com,Operations Excellence Manager,4a Manager,Jace Chung,2023-09-04,Portugal,Portugal,Female,1165461@gmail.com,1993-04-28,Business Function
Lara Morse,lara.morse@domain.com,Creative Lead,4a IC,Rogelio Sandoval,2021-03-29,Brazil,Brazil,Female,5456048@gmail.com,1990-10-10,Creative
Bode Duran,bode.duran@domain.com,"Operations Excellence Manager, Performance",4a Manager,Jace Chung,2024-02-19,Mexico,Spain,Male,3059654@gmail.com,1995-12-04,Business Function
Willa Ayala,willa.ayala@domain.com,Creative,3a,Blake Glover,2021-10-04,Argentina,Argentina,Female,3512420@gmail.com,1991-06-09,Creative
Tanner Marshall,tanner.marshall@domain.com,Senior Talent Acquisition Partner,2b,Ava Brennan,2022-01-10,"Dominican Republic, Italy",Dominican Republic,Female,8786839@gmail.com,1992-12-12,Business Function
Adalyn Curtis,adalyn.curtis@domain.com,Creative Project Manager,2a,Cedric Love,2022-04-04,Argentina,Argentina,Female,7956277@gmail.com,1994-12-23,CPM
Muhammad McDaniel,muhammad.mcdaniel@domain.com,"Operations Excellence Manager, Staffing",4a IC,Rudy Simmons,2021-12-13,South Africa,South Africa,Male,2018899@gmail.com,1994-01-18,Business Function
Dahlia Perez,dahlia.perez@domain.com,Creative Project Manager,3a,Mauricio Martin,2019-06-07,Philippines,Philippines,Male,1163003@gmail.com,1983-06-19,CPM
Owen Love,owen.love@domain.com,"VP, Talent",7,Ian Chapman,2020-03-30,Italy,Italy,Female,3545326@gmail.com,1992-06-01,Business Function
Avianna Reed,avianna.reed@domain.com,Creative Project Manager,1a,Amias Wolf,2024-06-03,Colombia,Colombia,Female,7496032@gmail.com,1995-08-04,CPM
Easton Meadows,easton.meadows@domain.com,Customer Success Manager,2a,Scarlett Henderson,2024-07-01,"Argentina, Italy",Argentina,Male,2151071@gmail.com,1986-12-11,Business Function
Pearl Randall,pearl.randall@domain.com,Creative,2a,Roman Durham,2024-01-08,Argentina,Argentina,Male,3076981@gmail.com,1986-10-30,Creative
Trenton Hawkins,trenton.hawkins@domain.com,"Creative Director, Immersive Design",6a,Robert Schwartz,2024-04-01,Belarus,Ireland,Female,3244871@gmail.com,1988-11-04,Business Function
Ariel McCarthy,ariel.mccarthy@domain.com,Sales Development Representative,1a,Kali Cameron,2023-09-04,Hungary,Hungary,Male,7337071@gmail.com,1995-09-24,Business Function
Devin McGee,devin.mcgee@domain.com,Creative,2a,Elise McCarty,2023-09-04,Colombia,Colombia,Male,3281864@gmail.com,1994-03-21,Business Function
Kayleigh Rowe,kayleigh.rowe@domain.com,Frontend Engineer,2b,Luciana Espinoza,2021-12-06,Brazil,Brazil,Male,5062479@gmail.com,1998-04-17,Business Function
Kamden Fuller,kamden.fuller@domain.com,Senior Backend Engineer,3a,Miracle Long,2022-05-02,Brazil,Brazil,Male,1310423@gmail.com,1991-06-07,Business Function
Oakley Kramer,oakley.kramer@domain.com,Creative Lead,4b,Neil Wagner,2024-01-08,Slovenia,Slovenia,Male,5271610@gmail.com,1985-04-12,Creative
Kylan Guzman,kylan.guzman@domain.com,Creative Team Lead,4a Manager,Gideon Murphy,2022-08-01,South Africa,South Africa,Male,2330160@gmail.com,1992-01-14,Business Function
Ashley Vincent,ashley.vincent@domain.com,"Operations Excellence Associate, Staffing",3a,Luca Ware,2023-01-09,"Chile, Germany",Chile,Male,1571618@gmail.com,1996-10-06,Business Function
Aarav Best,aarav.best@domain.com,Creative Project Manager,1b,Dennis Schneider,2023-02-06,South Africa,South Africa,Female,1583566@gmail.com,1990-05-14,CPM
Lexie Richards,lexie.richards@domain.com,Backend Engineer,3a,Luciana Espinoza,2022-07-04,Turkey,Turkey,Male,1455244@gmail.com,1983-09-12,Business Function
Holden Garza,holden.garza@domain.com,Creative,3a,Melody Dixon,2018-06-21,Costa Rica,Costa Rica,Female,5550831@gmail.com,1990-04-21,Creative
River Good,river.good@domain.com,Account Executive,3b,Graysen Berger,2022-01-10,South Africa,South Africa,Female,2262508@gmail.com,1989-04-20,Business Function
Davian Arellano,davian.arellano@domain.com,Senior Associate Creative Director,5b Manager,Jaime Petersen,2021-04-12,South Africa,South Africa,Female,5533545@gmail.com,1988-03-16,Creative
Faye Hess,faye.hess@domain.com,Senior Account Executive,4b IC,Naya Small,2021-01-04,South Africa,South Africa,Male,1315266@gmail.com,1984-04-27,Business Function
Lawrence Villanueva,lawrence.villanueva@domain.com,Customer Success Manager,3a,Mira Gaines,2022-07-04,South Africa,Portugal,Male,4681351@gmail.com,1990-04-09,Business Function
Monroe Kirby,monroe.kirby@domain.com,Creative,1b,Matthias Dunlap,2023-08-07,South Africa,South Africa,Female,4231471@gmail.com,1998-05-09,Creative
Tony Dominguez,tony.dominguez@domain.com,Staff Engineer,5a IC,Miracle Long,2021-10-06,Poland,Poland,Male,4643725@gmail.com,1985-05-23,Business Function
Raegan Ruiz,raegan.ruiz@domain.com,Creative,3a,Juniper Phelps,2021-01-04,Guatemala,France,Female,2960380@gmail.com,1995-04-28,Creative
Austin McKenzie,austin.mckenzie@domain.com,Senior Content Marketing Specialist,2b,Guadalupe Howe,2022-06-13,Canada,Canada,Female,1349900@gmail.com,1972-07-08,Business Function
Briar Dominguez,briar.dominguez@domain.com,Creative Lead,4a IC,Thiago Valentine,2022-03-07,South Africa,South Africa,Female,5095438@gmail.com,1991-11-15,Creative
Kaden Vaughan,kaden.vaughan@domain.com,Creative,3a,Blake Glover,2021-09-06,"Venezuela, Argentina",Argentina,Female,6491299@gmail.com,1991-12-17,Creative
Nancy Ponce,nancy.ponce@domain.com,Creative,3b,Mariam Ponce,2024-01-08,"South Africa, United Kingdom",South Africa,Female,1088173@gmail.com,1987-12-11,Creative
Langston Underwood,langston.underwood@domain.com,Creative,3b,Javier Simpson,2021-03-01,El Salvador,El Salvador,Female,5985418@gmail.com,1994-03-05,Creative
Ensley Trevino,ensley.trevino@domain.com,Creative,2b,Elise McCarty,2024-01-08,Colombia,Colombia,Male,7799755@gmail.com,1991-04-18,Business Function
Jaime Petersen,jaime.petersen@domain.com,"Creative Director, Web",6a,Donald Buck,2022-11-07,Portugal,Portugal,Male,1045866@gmail.com,1987-05-16,Business Function
Fernanda Gallagher,fernanda.gallagher@domain.com,Creative,2a,Nathanael Sherman,2024-01-08,Portugal,Portugal,Male,2206993@gmail.com,1994-09-29,Creative
Marcos Cross,marcos.cross@domain.com,Creative,3a,Keanu Smith,2021-09-06,Colombia,Colombia,Male,5602920@gmail.com,1993-01-04,Creative
Nayeli Cisneros,nayeli.cisneros@domain.com,Creative,3b,Malayah Morrow,2022-01-10,Portugal,Portugal,Male,5971949@gmail.com,1992-06-25,Creative
Alden Mason,alden.mason@domain.com,Head of People Care,5a Manager,Aurelia Conrad,2021-04-01,Portugal,Portugal,Male,1970339@gmail.com,1994-10-19,Business Function
Sienna McGuire,sienna.mcguire@domain.com,Creative,2a,Sawyer Christensen,2022-02-07,"Hungary, Romania",Hungary,Male,1059172@gmail.com,1996-05-16,Creative
Casey Cordova,casey.cordova@domain.com,Senior Software Engineer,3b,Miracle Long,2021-12-06,Bosnia & Herzegovina,Bosnia & Herzegovina,Female,5220158@gmail.com,1997-05-29,Business Function
Florence Gallagher,florence.gallagher@domain.com,Creative Project Manager,2a,Emmitt McDowell,2021-06-14,Colombia,Colombia,Female,4837342@gmail.com,1996-09-05,CPM
Marcos Booker,marcos.booker@domain.com,Creative Project Manager,1a,Maeve Allison,2023-12-04,Argentina,Argentina,Female,4215446@gmail.com,1996-04-22,CPM
Nataly Whitehead,nataly.whitehead@domain.com,Director of Demand Generation,6a,Elsa McPherson,2021-05-25,Canada,Canada,Male,7452908@gmail.com,1988-08-02,Business Function
Zayd Macias,zayd.macias@domain.com,Creative,2b,Blake Glover,2022-06-06,Serbia,Serbia,Male,8294566@gmail.com,1996-07-24,Creative
Adley Whitney,adley.whitney@domain.com,Creative Project Manager,1a,Marisol Alexander,2024-01-08,"South Africa, Italy",South Africa,Female,3157673@gmail.com,1985-05-12,CPM
Jeffery Farrell,jeffery.farrell@domain.com,Senior Business Development Manager,4b Manager,Brycen Velez,2022-06-06,Canada,Canada,Male,3956879@gmail.com,1984-11-17,Business Function
Kassidy Hickman,kassidy.hickman@domain.com,Creative,3a,Nathanael Sherman,2023-11-06,Egypt,Egypt,Male,8280349@gmail.com,1993-09-17,Creative
Jakobe McKinney,jakobe.mckinney@domain.com,Senior Frontend Engineer,3a,Marvin Durham,2023-09-04,Egypt,United Arab Emirates,Male,4452185@gmail.com,1993-09-29,Business Function
Gwendolyn Poole,gwendolyn.poole@domain.com,Creative Project Manager,1a,Mack Townsend,2024-09-02,Colombia,Colombia,Female,8349237@gmail.com,1994-04-05,CPM
Quincy Cobb,quincy.cobb@domain.com,Creative Project Manager,1b,Noah Figueroa,2022-05-02,South Africa,South Africa,Female,1931997@gmail.com,1993-09-01,CPM
Aviana Hensley,aviana.hensley@domain.com,Event Marketing Specialist,2a,Rosa Graham,2023-10-09,Poland,Poland,Female,1319830@gmail.com,1993-04-08,Business Function
Layne Dorsey,layne.dorsey@domain.com,Creative Project Manager,1a,Mauricio Martin,2024-09-02,Brazil,Brazil,Female,5913157@gmail.com,1996-12-12,CPM
Addyson Randolph,addyson.randolph@domain.com,Risk & Compliance Manager,4a Manager,Dennis Guerra,2022-03-07,Jordan,Portugal,Female,3882336@gmail.com,1988-09-20,Business Function
Eugene Schneider,eugene.schneider@domain.com,Creative,2b,Dario Andrade,2017-09-07,Indonesia,Indonesia,Female,4490767@gmail.com,1994-01-18,Creative
Delaney Hart,delaney.hart@domain.com,Staff Product Manager,5a IC,Gwendolyn Peck,2024-03-04,Armenia,Armenia,Female,1490429@gmail.com,1992-05-05,Business Function
Joel Swanson,joel.swanson@domain.com,Senior People Care Partner,2b,Alden Mason,2021-11-02,"South Africa, United Kingdom, Mauritius",South Africa,Female,5401084@gmail.com,1995-10-24,Business Function
Helen Faulkner,helen.faulkner@domain.com,Creative Team Lead,4a Manager,Jaime Petersen,2021-05-03,"Ecuador, Argentina",Argentina,Female,7259185@gmail.com,1990-12-28,Creative
Jabari Whitaker,jabari.whitaker@domain.com,Creative Project Manager,2b,Amias Wolf,2021-10-04,Colombia,Colombia,Female,8183447@gmail.com,1997-02-14,CPM
Ivanna Houston,ivanna.houston@domain.com,Creative Lead,4a IC,Rogelio Sandoval,2024-01-08,Argentina,Argentina,Female,4547391@gmail.com,1976-12-22,Creative
Sylas Beard,sylas.beard@domain.com,Creative Project Manager,1b,Alanna Knox,2023-07-03,Costa Rica,Panama,Female,1956467@gmail.com,1997-03-21,CPM
Ezra Maldonado,ezra.maldonado@domain.com,Creative Lead,4a IC,Malayah Morrow,2024-02-05,South Africa,South Africa,Female,4312661@gmail.com,1982-02-11,Creative
Javier Simpson,javier.simpson@domain.com,Associate Creative Director,5a Manager,Murphy Costa,2019-09-29,South Africa,South Africa,Female,3465357@gmail.com,1990-07-29,Creative
Anastasia Galindo,anastasia.galindo@domain.com,Operations Excellence Lead,3a,Rudy Simmons,2024-08-05,"Brazil, Portugal",Brazil,Male,1777266@gmail.com,1995-10-07,Business Function
Salvatore Moon,salvatore.moon@domain.com,Sales Development Representative,1a,Kali Cameron,2023-04-03,Bulgaria,United Kingdom,Male,4957178@gmail.com,1999-05-04,Business Function
Naya Small,naya.small@domain.com,Senior Sales Manager,4b Manager,Laylah Valenzuela,2019-01-30,"South Africa, United Kingdom",South Africa,Male,5263693@gmail.com,1992-01-03,Business Function
Rudy Simmons,rudy.simmons@domain.com,Head of Staff Operations,5a Manager,Marley O’Connor,2024-02-01,"Argentina, Itlay",Argentina,Male,1106852@gmail.com,1986-03-04,Business Function
Reagan Fleming,reagan.fleming@domain.com,Creative Project Manager,2b,Alanna Knox,2021-07-05,Argentina,Argentina,Male,8071884@gmail.com,1986-02-06,CPM
Fernando Cordova,fernando.cordova@domain.com,Creative,2a,Rogelio Sandoval,2021-09-06,South Africa,South Africa,Female,4781762@gmail.com,1997-03-29,Creative
Florence Charles,florence.charles@domain.com,Creative,2b,Malayah Morrow,2018-11-08,South Africa,South Africa,Female,3920299@gmail.com,1989-06-28,Creative
Conrad Rivera,conrad.rivera@domain.com,Creative Project Manager,1b,Cedric Love,2022-05-02,South Africa,South Africa,Female,3154441@gmail.com,1987-09-23,CPM
Lillian Richardson,lillian.richardson@domain.com,Sales Development Representative,1a,Kali Cameron,2023-04-03,Bulgaria,Serbia,Male,6830655@gmail.com,1997-07-25,Business Function
Robert Schwartz,robert.schwartz@domain.com,"VP, Specialist Production Services",7,Miller Garrett,2022-10-03,United Kingdom,United Kingdom,Female,2934167@gmail.com,1977-12-06,Business Function
Lilliana Walton,lilliana.walton@domain.com,Senior Brand Designer & Illustrator,3a,Marley Alvarez,2022-08-01,Colombia,Colombia,Female,1596680@gmail.com,1994-04-03,Business Function
Dominick Guerra,dominick.guerra@domain.com,Financial Accountant,3b,Elsie Stevens,2024-02-05,Zimbabwe,South Africa,Female,4796833@gmail.com,1990-12-13,Business Function
Edith McPherson,edith.mcpherson@domain.com,Producer,3a,Darwin Nava,2024-06-03,South Africa,South Africa,Male,8460963@gmail.com,1991-06-05,Business Function
Foster Levy,foster.levy@domain.com,Creative,3b,Nathanael Sherman,2024-01-08,Portugal,Portugal,Male,5081336@gmail.com,1988-10-05,Creative
Flora Ramos,flora.ramos@domain.com,Backend Engineer,2b,Miracle Long,2021-11-15,Turkey,Turkey,Male,1776025@gmail.com,1995-08-22,Business Function
Angel Pratt,angel.pratt@domain.com,Creative,3a,Ayla Glenn,2020-01-20,Indonesia,Indonesia,Male,4247463@gmail.com,1988-10-21,Creative
Ailani Harrison,ailani.harrison@domain.com,Procurement Manager,4a IC,Elsie Stevens,2024-02-05,Ukraine,Ukraine,Male,8816728@gmail.com,1985-11-12,Business Function
Gavin Anderson,gavin.anderson@domain.com,Creative,3b,Jaime Higgins,2019-09-18,Ukraine,Ukraine,Female,5337864@gmail.com,1979-03-01,Creative
Ella Farley,ella.farley@domain.com,Creative Team Lead,4a Manager,Gideon Murphy,2024-09-02,South Africa,South Africa,Female,6236032@gmail.com,1992-12-12,Business Function
Graysen Berger,graysen.berger@domain.com,Sales Manager,4a Manager,Laylah Valenzuela,2019-06-03,South Africa,South Africa,Female,6762899@gmail.com,1991-02-15,Business Function
Laylah Valenzuela,laylah.valenzuela@domain.com,CRO,8,Ian Chapman,2017-10-16,Norway,Norway,Male,7735558@gmail.com,1987-09-01,Business Function
Jamari Bass,jamari.bass@domain.com,Creative Lead,4a IC,Juniper Phelps,2024-01-08,Colombia,Mexico,Male,5264783@gmail.com,1991-02-15,Creative
Zahra Valenzuela,zahra.valenzuela@domain.com,Customer Success Manager,2a,Mira Gaines,2024-04-01,"Brazil, Uruguay",Brazil,Male,4301454@gmail.com,1994-09-12,Business Function
Jamari Good,jamari.good@domain.com,Creative,2a,Avi Barnett,2023-09-04,Peru,Peru,Female,8174303@gmail.com,1991-10-02,Creative
Nathalia Kent,nathalia.kent@domain.com,Creative Project Manager,1a,Mack Townsend,2023-09-04,"Colombia, France",Colombia,Female,5905186@gmail.com,1995-10-19,CPM
Mekhi O’Connor,mekhi.o’connor@domain.com,Creative Project Manager,2b,Mack Townsend,2022-04-04,El Salvador,Costa Rica,Female,8432313@gmail.com,1996-10-04,CPM
Charli Peterson,charli.peterson@domain.com,FP&A Analyst,3a,Lilith Castaneda,2023-03-06,Cyprus,Cyprus,Male,8083289@gmail.com,1993-06-02,Business Function
Santiago Berry,santiago.berry@domain.com,Producer,3a,Darwin Nava,2022-05-02,"South Africa, Greece",South Africa,Male,4816984@gmail.com,1991-02-27,Business Function
Annabelle Liu,annabelle.liu@domain.com,Creative,2b,Sawyer Christensen,2022-05-02,Mexico,Mexico,Female,8610231@gmail.com,1997-08-12,Creative
Pedro Gilmore,pedro.gilmore@domain.com,Creative,1a,Livia Conley,2021-09-06,Venezuela,Argentina,Female,7029254@gmail.com,1994-03-16,Creative
Chanel Sandoval,chanel.sandoval@domain.com,Outreach & Digital PR Specialist,2b,Guadalupe Howe,2022-02-01,Romania,Romania,Male,4009529@gmail.com,1994-10-23,Business Function
Brantley Davenport,brantley.davenport@domain.com,Senior Finance Manager,4b Manager,Elsie Stevens,2022-05-02,South Africa,South Africa,Male,8500848@gmail.com,1990-10-31,Business Function
Adrianna Acevedo,adrianna.acevedo@domain.com,Creative,2a,Dario Andrade,2021-10-04,Brazil,Brazil,Female,7480609@gmail.com,1996-09-26,Creative
Dakari Rice,dakari.rice@domain.com,Creative Lead,4a IC,Dario Andrade,2022-04-11,Italy,Spain,Female,6884501@gmail.com,1980-04-18,Creative
Ada Beard,ada.beard@domain.com,Creative Project Manager,2a,Marisol Alexander,2022-03-07,"Colombia, United States of America (USA)",Spain,Female,8647745@gmail.com,1994-01-12,CPM
Nathanael Sherman,nathanael.sherman@domain.com,Creative Team Lead,4b Manager,Jaime Petersen,2024-02-05,Brazil,Brazil,Male,7172381@gmail.com,1992-09-21,Creative
Addilyn Leach,addilyn.leach@domain.com,Product Manager,4b IC,Leighton May,2022-06-13,Brazil,Brazil,Male,6183252@gmail.com,1993-11-25,Business Function
Westin Baxter,westin.baxter@domain.com,Creative,3a,Davian Arellano,2021-09-06,Brazil,Germany,Male,1398954@gmail.com,1992-03-19,Creative
Lara Wagner,lara.wagner@domain.com,Creative Lead,4a IC,Galilea McIntyre,2023-09-04,Brazil,Brazil,Male,2765026@gmail.com,1989-09-07,Creative
Enzo Russo,enzo.russo@domain.com,Marketing Strategist,2a,Brantley Wang,2023-09-14,United Kingdom,United Kingdom,Female,4176622@gmail.com,1994-04-11,Business Function
Tinsley Franco,tinsley.franco@domain.com,Director of Generative AI Excellence,6a,Miller Garrett,2022-11-07,United Kingdom,United Kingdom,Male,3069098@gmail.com,1986-04-01,Business Function
Gage Faulkner,gage.faulkner@domain.com,Enterprise Business Development Representative,2a,Jeffery Farrell,2023-01-09,Canada,Canada,Male,7268955@gmail.com,1992-03-02,Business Function
Ansley Bartlett,ansley.bartlett@domain.com,Senior Backend Engineer,3b,Marvin Durham,2022-07-18,Poland,Poland,Male,3766175@gmail.com,1984-11-25,Business Function
Kace Solis,kace.solis@domain.com,Director of Brand and Marketing Creative,6a,Elsa McPherson,2021-06-10,Poland,Poland,Male,3535370@gmail.com,1993-08-13,Business Function
Miracle Long,miracle.long@domain.com,Senior Engineering Manager,5a Manager,Elaina Mack,2021-11-02,Poland,Poland,Male,3107624@gmail.com,1981-09-15,Business Function
Jace Chung,jace.chung@domain.com,Head of Performance Ops,5a Manager,Owen Love,2023-02-27,Brazil. Portugal,Brazil,Female,7515133@gmail.com,1990-06-20,Business Function
Rivka Savage,rivka.savage@domain.com,Customer Success Manager,3a,Mira Gaines,2023-12-04,Brazil,Brazil,Female,3096326@gmail.com,1994-04-19,Business Function
Keaton Cervantes,keaton.cervantes@domain.com,Senior People Care Partner,2b,Alden Mason,2023-06-26,Brazil,Brazil,Male,5415715@gmail.com,1996-07-24,Business Function
Aylin Romero,aylin.romero@domain.com,Senior Site Reliability Engineer,3a,Marvin Durham,2022-05-02,Brazil,Brazil,Male,3011506@gmail.com,1989-01-05,Business Function
Bryson Cain,bryson.cain@domain.com,Creative Project Manager,2b,Noah Figueroa,2021-05-17,"Argentina, Italy",Argentina,Male,6213429@gmail.com,1995-11-22,CPM
Kendra Anthony,kendra.anthony@domain.com,Business Development Manager,4a Manager,Brycen Velez,2022-05-09,"Greece, Zimbabwe",South Africa,Male,5889468@gmail.com,1992-10-12,Business Function
Shiloh Robinson,shiloh.robinson@domain.com,Senior Product Designer,3b,John Pacheco,2022-06-20,Brazil,Brazil,Female,6970763@gmail.com,1991-12-13,Business Function
Nora Cortes,nora.cortes@domain.com,Lead Site Reliability Engineer,4a IC,Marvin Durham,2023-10-30,Romania,Spain,Male,5274321@gmail.com,1993-11-21,Business Function
Banks Robles,banks.robles@domain.com,Creative,2b,Sawyer Christensen,2023-11-06,Guatemala,Guatemala,Male,8457799@gmail.com,1992-09-19,Creative
Felicity Francis,felicity.francis@domain.com,Creative,3b,Roman Durham,2022-04-04,Brazil,Brazil,Male,5089714@gmail.com,1989-01-06,Creative
Harvey Richmond,harvey.richmond@domain.com,Senior Product Designer,3a,John Pacheco,2023-09-18,Brazil,Brazil,Male,4992260@gmail.com,1987-12-30,Business Function
Whitney Stone,whitney.stone@domain.com,Senior Account Executive,4b IC,Lewis Reese,2020-03-02,South Africa,South Africa,Male,4914487@gmail.com,1987-06-16,Business Function
Finn Turner,finn.turner@domain.com,Creative Project Manager,3a,Reed Hill,2019-09-22,Indonesia,Indonesia,Female,6466975@gmail.com,1991-11-24,CPM
Brooklyn McDaniel,brooklyn.mcdaniel@domain.com,Account Executive,3b,Lewis Reese,2022-05-02,South Africa,South Africa,Male,1467395@gmail.com,1992-10-17,Business Function
Major O’Neal,major.o’neal@domain.com,Engineering Manager,4b Manager,Elaina Mack,2022-09-05,Poland,Poland,Male,4322626@gmail.com,1985-12-05,Business Function
Treasure Finley,treasure.finley@domain.com,Creative,2b,Augustine Nixon,2024-01-08,Brazil,Brazil,Male,5038977@gmail.com,1995-05-05,Creative
Calum Baker,calum.baker@domain.com,Creative Project Manager,1b,Cecilia Fleming,2022-05-02,South Africa,South Africa,Female,2380442@gmail.com,1992-03-05,CPM
Isla Byrd,isla.byrd@domain.com,"Onboarding Consultant, Specialist",2b,Luca Ware,2024-05-06,Brazil,Brazil,Male,8397444@gmail.com,1978-09-16,Business Function
Cristian Villalobos,cristian.villalobos@domain.com,SEO Content Editor,3a,Guadalupe Howe,2024-02-19,Venezuela,Ecuador,Male,1731713@gmail.com,1995-07-14,Business Function
Zoya Escobar,zoya.escobar@domain.com,Software Engineer,2b,Melani Thornton,2023-04-03,Ukraine,Poland,Male,5910642@gmail.com,1995-01-01,Business Function
Zachariah Cummings,zachariah.cummings@domain.com,Creative Lead,4a IC,Kohen Carlson,2022-06-06,South Africa,South Africa,Male,2171611@gmail.com,1987-01-12,Creative
Nylah Kane,nylah.kane@domain.com,Head of Customer Marketing,5b IC,Nataly Whitehead,2023-01-16,Spain,Spain,Male,3962785@gmail.com,1971-10-23,Business Function
Brock Mullins,brock.mullins@domain.com,Creative Project Manager,2a,Cecilia Fleming,2022-03-07,Argentina,Argentina,Female,6971431@gmail.com,1991-08-30,CPM
Maliyah Cuevas,maliyah.cuevas@domain.com,Creative Team Lead,4a Manager,Gideon Murphy,2022-09-05,South Africa,South Africa,Male,1023288@gmail.com,1991-04-30,Business Function
Brecken Burton,brecken.burton@domain.com,Talent Acquisition Partner,2a,Hannah Nelson,2022-07-25,Romania,Romania,Female,5238978@gmail.com,1995-11-01,Business Function
Miriam Bates,miriam.bates@domain.com,Account Executive,3b,Graysen Berger,2019-10-25,South Africa,South Africa,Male,4890816@gmail.com,1987-04-15,Business Function
Ellis Briggs,ellis.briggs@domain.com,Senior Frontend Engineer,3b,Melani Thornton,2022-06-13,Portugal,Portugal,Female,4979183@gmail.com,1995-08-14,Business Function
Alia McCann,alia.mccann@domain.com,Creative Lead,4b IC,Tinsley Franco,2024-01-08,Portugal,Portugal,Male,6758987@gmail.com,1989-02-03,Business Function
Heath Abbott,heath.abbott@domain.com,Creative Lead,4a IC,Melody Dixon,2022-05-02,Portugal,Portugal,Female,2618866@gmail.com,1992-05-02,Creative
Melany Blair,melany.blair@domain.com,Creative Team Lead,4b Manager,Aitana Lee,2018-12-10,Romania,Romania,Female,5026326@gmail.com,1989-04-26,Creative
Troy Scott,troy.scott@domain.com,Creative,3a,Dario Andrade,2021-09-06,Philippines,Philippines,Male,3708874@gmail.com,1994-10-24,Creative
Aurora Gill,aurora.gill@domain.com,Backend Engineer,2b,Melani Thornton,2022-04-04,Bosnia & Herzegovina,Bosnia & Herzegovina,Male,1522367@gmail.com,1997-01-24,Business Function
Matthias Dunlap,matthias.dunlap@domain.com,Associate Creative Director,5a Manager,Trenton Hawkins,2023-03-06,United Kingdom,United Kingdom,Male,3396188@gmail.com,1988-09-28,Business Function
Iliana Burch,iliana.burch@domain.com,Creative Lead,3a,Annika Alvarez,2021-10-04,South Africa,South Africa,Female,5489538@gmail.com,1993-10-12,Business Function
Gerald McKinney,gerald.mckinney@domain.com,Creative,2a,Stella Valentine,2022-08-01,Nigeria,Nigeria,Male,6826063@gmail.com,1987-09-16,Creative
Gwendolyn Powell,gwendolyn.powell@domain.com,AP/AR Team Lead,4a Manager,#N/A,2024-05-06,Portugal,Portugal,Female,3817008@gmail.com,1986-07-14,Business Function
Bennett Riley,bennett.riley@domain.com,Senior People Operations Specialist,2b,Bailee Galindo,2021-08-02,Nigeria,Nigeria,Female,5772426@gmail.com,1990-04-22,Business Function
Kayla Goodman,kayla.goodman@domain.com,"Operations Excellence Junior Associate, Project Support Operations",2b,Titus Baxter,2024-07-01,South Africa,South Africa,Female,4363283@gmail.com,1998-06-28,Business Function
Philip Kane,philip.kane@domain.com,Creative,2b,Matthias Dunlap,2023-07-03,Serbia,Serbia,Female,3511635@gmail.com,1996-09-01,Creative
Ellianna Greer,ellianna.greer@domain.com,Lead Product Designer,4a IC,John Pacheco,2021-10-04,"Italy, United Kingdom",Italy,Female,8549308@gmail.com,1985-12-03,Business Function
Koda Kline,koda.kline@domain.com,Creative Project Manager,1a,Amias Wolf,2024-04-01,"Brazil,France",Brazil,Female,8382900@gmail.com,1989-12-31,CPM
Sevyn Lara,sevyn.lara@domain.com,Creative Project Manager,2b,Mauricio Martin,2021-09-06,South Africa,South Africa,Female,2698592@gmail.com,1993-10-15,CPM
Caiden Cisneros,caiden.cisneros@domain.com,Senior Site Reliability Engineer,3b,Marvin Durham,2022-01-17,India,India,Male,6876214@gmail.com,1994-02-19,Business Function
Janelle Taylor,janelle.taylor@domain.com,Customer Success Manager,3a,Kai Gates,2023-11-08,Lithuania,Lithuania,Female,6915550@gmail.com,1990-04-04,Business Function
Jackson Austin,jackson.austin@domain.com,Senior People Care Partner,2b,Alden Mason,2022-01-10,South Africa,South Africa,Male,2838152@gmail.com,1991-03-26,Business Function
Alivia Gallegos,alivia.gallegos@domain.com,Global Field Sales Account Executive,4a IC,Naya Small,2024-04-01,United States of America (USA),United States of America (USA),Male,4823343@gmail.com,1995-10-11,Business Function
Jonas Cannon,jonas.cannon@domain.com,Creative,3b,Chaya Glover,2021-03-29,Colombia,Colombia,Male,5995295@gmail.com,1993-04-08,Creative
Noa Zimmerman,noa.zimmerman@domain.com,Senior Frontend Engineer,3a,Melani Thornton,2022-06-06,Turkey,Spain,Male,5548204@gmail.com,1994-04-14,Business Function
